的,843
有,196
心,107
可,85
不,80
人,80
无,77
爱,69
好,65
意,64
力,58
地,58
乐,53
得,52
情,48
性,47
安,46
明,44
实,44
喜,43
高,40
快,40
合,39
欢,39
自,38
正,38
热,37
理,37
精,36
美,36
重,35
赞,35
平,35
值,33
适,32
成,32
善,32
行,31
富,31
信,31
感,30
敬,30
大,29
气,29
和,28
满,28
利,27
天,27
使,27
清,26
神,25
能,24
兴,24
定,24
光,23
助,23
用,23
智,23
雅,23
为,23
才,22
生,22
静,22
确,22
诚,22
致,21
真,21
着,21
坚,21
优,21
出,20
望,20
多,20
解,20
温,20
义,20
健,19
发,19
受,19
尊,19
贵,19
进,19
良,18
於,18
服,18
机,18
奇,18
笑,18
容,18
趣,18
亲,18
引,18
荣,17
敏,17
易,17
最,17
奋,17
活,17
深,17
一,17
灵,16
胜,16
想,16
然,16
切,16
同,16
益,16
顺,16
注,16
严,16
令,16
任,16
当,16
耐,15
慈,15
扬,15
狂,15
直,15
责,15
足,15
了,15
充,14
决,14
创,14
友,14
相,14
极,14
壮,14
稳,14
宽,14
洁,14
亮,14
细,14
开,14
道,13
肯,13
特,13
勇,13
新,13
固,13
要,13
福,13
妙,13
学,13
说,13
巧,13
丽,13
乎,13
产,13
怀,12
愉,12
愿,12
全,12
动,12
独,12
率,12
味,12
品,12
畏,12
在,12
知,12
礼,12
奖,12
觉,12
称,12
谦,12
法,12
幸,12
激,12
通,11
思,11
造,11
慎,11
熟,11
到,11
获,11
名,11
效,11
方,11
虑,11
除,11
柔,11
见,11
崇,11
洋,11
起,11
干,11
事,11
互,11
从,11
会,11
强,11
者,10
悦,10
公,10
量,10
英,10
整,10
盛,10
坦,10
完,10
宜,10
流,10
上,10
丰,10
主,10
庆,10
经,10
鼓,10
作,10
轻,10
德,10
忘,10
迷,10
恭,9
悲,9
醉,9
分,9
节,9
苦,9
含,9
甘,9
畅,9
长,9
时,9
白,9
暖,9
雄,9
权,9
面,9
衷,9
如,9
观,9
立,9
欣,9
密,9
资,9
赏,9
帮,9
常,9
度,9
体,9
很,9
过,9
忍,9
忠,9
怜,8
聪,8
免,8
慕,8
慧,8
养,8
凡,8
舒,8
制,8
物,8
功,8
勃,8
勤,8
取,8
营,8
吸,8
甜,8
由,8
改,8
留,8
显,8
际,8
目,8
靠,8
根,8
表,8
声,8
楚,8
规,8
言,8
誉,8
端,8
认,8
论,8
调,8
谈,8
小,8
谐,8
谢,8
财,8
渴,8
康,8
练,8
绝,8
以,8
价,8
漂,8
佩,8
待,8
便,8
